ate,Cidade,tosse,febre,tosse seca,febre alta,falta de ar,lat,long
31/mar,Borborema,0,0,0,0,0,-21.61972,-49.07361
31/mar,São Bento do Sapucaí,0,0,0,0,0,-22.67091,-45.68394
31/mar,Flórida Paulista,0,0,0,0,0,-21.54193,-51.18066
31/mar,Itobi,0,0,0,0,0,-21.74902,-46.93051
31/mar,Jacupiranga,0,0,0,0,0,-24.6925,-48.00222
31/mar,Potirendaba,0,0,0,0,0,-21.10737,-49.39808
31/mar,Inúbia Paulista,0,0,0,0,0,-21.72002,-50.94738
31/mar,Corumbataí,0,0,0,0,0,-22.21698,-47.59961
31/mar,Lucélia,0,0,0,0,0,-21.72028,-51.01889
31/mar,Cabrália Paulista,0,0,0,0,0,-22.49155,-49.38637
31/mar,Buritizal,0,0,0,0,0,-20.21345,-47.70776
31/mar,Tupi Paulista,0,0,0,0,0,-21.38111,-51.57056
31/mar,Taiaçu,0,0,0,0,0,-21.13217,-48.53092
31/mar,Caconde,0,0,0,0,0,-21.5415,-46.62252
31/mar,Maracaí,0,0,0,0,0,-22.61056,-50.66722
31/mar,Manduri,0,0,0,0,0,-23.05388,-49.30262
31/mar,Angatuba,0,0,0,0,0,-23.48972,-48.41278
31/mar,Pedra Bela,0,0,0,0,0,-22.76397,-46.43708
31/mar,Santa Rita do Ribeira,0,0,0,0,0,-24.15139,-47.31667
31/mar,Palmeira D'Oeste,0,0,0,0,0,-20.45046,-50.75181
31/mar,Cananéia,0,0,0,0,0,-24.98104,-48.00093
31/mar,Pirapora do Bom Jesus,0,0,0,0,0,-23.37201,-46.97798
31/mar,Buritama,0,0,0,0,0,-21.06611,-50.14722
31/mar,Cristais Paulista,0,0,0,0,0,-20.36538,-47.373
31/mar,Quatá,0,0,0,0,0,-22.21146,-50.64957
31/mar,Vista Alegre do Alto,0,0,0,0,0,-21.18019,-48.65482
31/mar,Pedro de Toledo,0,0,0,0,0,-24.1702,-47.17239
31/mar,Euclides da Cunha Paulista,0,0,0,0,0,-22.5171,-52.59099
31/mar,Jaci,0,0,0,0,0,-20.94747,-49.57606
31/mar,Potim,0,0,0,0,0,-22.82497,-45.30614
31/mar,Barão de Antonina,0,0,0,0,0,-23.57097,-49.5666
